text,id,label,gold_label,neg,pos,pos_probability,neg_probability,total_votes,highest_agreement,entropy_agreement,variance_agreement,jsd_agreement
more trifle than triumph . ,10129,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"a sly game of cat and mouse that's intense and thrilling at times , but occasionally stretches believability to its limits and relies on predictable plot contrivances . ",851,pos,pos,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both . ",8916,neg,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
a well-made but emotionally scattered film whose hero gives his heart only to the dog . ,5890,pos,neg,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"for all the writhing and wailing , tears , rage and opium overdoses , there's no sense of actual passion being washed away in love's dissolution . ",6898,neg,neg,6.0,1.0,0.14285714285714285,0.8571428571428571,7.0,0.8571428571428571,0.410116318288409,0.2551020408163265,0.3318008841938725
never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance . ,5956,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"takes one character we don't like and another we don't believe , and puts them into a battle of wills that is impossible to care about and isn't very funny . ",5298,pos,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann . ,4625,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
the difference between cho and most comics is that her confidence in her material is merited . ,3362,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
ends up offering nothing more than the latest schwarzenegger or stallone flick would . ,6063,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and ryoko hirosue makes us wonder if she is always like that . ",6136,neg,neg,3.0,3.0,0.5,0.5,6.0,0.5,0.6931471805599453,0.0,0.0
great over-the-top moviemaking if you're in a slap-happy mood . ,3608,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad . ",2920,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao . ",741,pos,pos,1.0,6.0,0.8571428571428571,0.14285714285714285,7.0,0.8571428571428571,0.410116318288409,0.2551020408163265,0.3318008841938725
cusack's just brilliant in this . ,1787,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
it's a movie -- and an album -- you won't want to miss . ,354,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"while van wilder may not be the worst national lampoon film , it's far from being this generation's animal house . ",5771,neg,neg,6.0,0.0,0.0,1.0,6.0,1.0,0.0,0.5,0.5579230452841438
"a mawkish , implausible platonic romance that makes chaplin's city lights seem dispassionate by comparison . ",7287,neg,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
top-notch action powers this romantic drama . ,1713,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other . something for everyone . ,2592,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special . ",7569,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
a delightful coming-of-age story . ,1475,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"the three leads produce adequate performances , but what's missing from this material is any depth of feeling . ",9411,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"filled with honest performances and exceptional detail , baran is a gentle film with dramatic punch , a haunting ode to humanity . ",1703,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness . ",9571,neg,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition . ,4479,pos,pos,1.0,6.0,0.8571428571428571,0.14285714285714285,7.0,0.8571428571428571,0.410116318288409,0.2551020408163265,0.3318008841938725
it's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that's good is ultimately scuttled by a plot that's just too boring and obvious . ,8374,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
 . . . a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs . it is an unstinting look at a collaboration between damaged people that may or may not qual,3148,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"there's a heavy stench of 'been there , done that' hanging over the film . it's everything you'd expect -- but nothing more . ",8958,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace . ",6876,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"the real star of this movie is the score , as in the songs translate well to film , and it's really well directed . ",4581,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way , secretary takes the most unexpected material and handles it in the most unexpected way . ",2598,neg,pos,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family . anyone else seen this before ? ",4608,neg,pos,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"the movie is for fans who can't stop loving anime , and the fanatical excess built into it . ",1351,neg,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
this is a heartfelt story . . . it just isn't a very involving one . ,9350,neg,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
this submarine drama earns the right to be favorably compared to das boot . ,4841,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
the imax screen enhances the personal touch of manual animation . ,3322,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
manages to delight without much of a story . ,5119,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"it shares the first two films' loose-jointed structure , but laugh-out-loud bits are few and far between . ",10368,pos,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
displays the potential for a better movie than what bailly manages to deliver,9311,pos,neg,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together . ,4762,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"there's a delightfully quirky movie to be made from curling , but brooms isn't it . ",6087,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed . ",6369,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin . ",7728,pos,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted  other .  ",3149,pos,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"a strong first quarter , slightly less so second quarter , and average second half . ",7400,neg,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"this is a movie that starts out like heathers , then becomes bring it on , then becomes unwatchable . ",8295,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
this film's relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation . ,7628,neg,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented . ",7490,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"an overemphatic , would-be wacky , ultimately tedious sex farce . ",7008,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted . ",3424,pos,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . '",8471,neg,neg,6.0,0.0,0.0,1.0,6.0,1.0,0.0,0.5,0.5579230452841438
sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,1172,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"i know i shouldn't have laughed , but hey , those farts got to my inner nine-year-old . ",3928,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"this is unusual , food-for-thought cinema that's as entertaining as it is instructive . ",3335,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story . ",6361,neg,neg,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor's whiny jags to pump it up , this has to be among the rare ones . ",7830,pos,neg,3.0,3.0,0.5,0.5,6.0,0.5,0.6931471805599453,0.0,0.0
 . . . a triumph of emotionally and narratively complex filmmaking . ,1707,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you'd expect from the guy-in-a-dress genre , and a personal low for everyone involved . ",8782,neg,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
meandering and confusing . ,9541,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
a pleasurably jacked-up piece of action moviemaking . ,924,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1115,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances . ",3075,pos,pos,2.0,5.0,0.7142857142857143,0.2857142857142857,7.0,0.7142857142857143,0.5982695885852573,0.09183673469387757,0.18723874669733045
"elicits more groans from the audience than jar jar binks , scrappy doo and scooby dumb , all wrapped up into one . ",7887,pos,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"  extreme ops  exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography . ",121,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"filmmakers have to dig deep to sink this low . fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water . ",7872,neg,neg,5.0,2.0,0.2857142857142857,0.7142857142857143,7.0,0.7142857142857143,0.5982695885852573,0.09183673469387757,0.18723874669733045
"none of this is very original , and it isn't particularly funny . ",5667,neg,neg,6.0,0.0,0.0,1.0,6.0,1.0,0.0,0.5,0.5579230452841438
 . . . del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy . ,6654,neg,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"if it's possible for a sequel to outshine the original , then sl2 does just that . ",103,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time . ,8564,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
[seems] even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels . ,9013,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"even when foreign directors . . . borrow stuff from hollywood , they invariably shake up the formula and make it more interesting . ",1001,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame . ",3333,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"the film's plot may be shallow , but you've never seen the deep like you see it in these harrowing surf shots . ",3902,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"if you're burnt out on it's a wonderful life marathons and bored with a christmas carol , it might just be the movie you're looking for . it depends on how well flatulence gags fit into your holiday concept . ",3421,pos,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey . ",8024,pos,neg,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
what's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that's tv sitcom material at best . ,8263,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"a stupid , derivative horror film that substitutes extreme gore for suspense . ",8433,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"bogdanovich puts history in perspective and , via kirsten dunst's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy . ",1798,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
this is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic . ,6265,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
this story of a determined woman's courage to find her husband in a war zone offers winning performances and some effecting moments . ,3391,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
it's both a necessary political work and a fascinating documentary . . . ,527,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
the film ultimately offers nothing more than people in an urban jungle needing other people to survive . . . ,5921,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
might best be enjoyed as a daytime soaper . ,5758,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters , and uses them as markers for a series of preordained events . ",10085,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"if you're a crocodile hunter fan , you'll enjoy at least the  real  portions of the film . if you're looking for a story , don't bother . ",6174,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"slapstick buffoonery can tickle many a preschooler's fancy , but when it costs a family of four about $40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",6974,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"a mediocre exercise in target demographics , unaware that it's the butt of its own joke . ",10007,neg,neg,7.0,0.0,0.0,1.0,7.0,1.0,0.0,0.5,0.5579230452841438
a film of precious increments artfully camouflaged as everyday activities . ,384,neg,pos,3.0,3.0,0.5,0.5,6.0,0.5,0.6931471805599453,0.0,0.0
garcia and the other actors help make the wobbly premise work . ,3187,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that . ",4028,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it . ",4494,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"enchanted with low-life tragedy and liberally seasoned with emotional outbursts . . . what is sorely missing , however , is the edge of wild , lunatic invention that we associate with cage's best acting . ",10272,neg,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
it's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just can't take it any more . ,4504,neg,pos,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted . ,10244,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
the film's essentially over by the meet-cute . ,6919,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"has a certain ghoulish fascination , and generates a fair amount of b-movie excitement . ",1577,pos,pos,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
easily one of the best and most exciting movies of the year . ,3512,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
the stories here suffer from the chosen format . ,8222,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin . ",2892,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
nicholson's understated performance is wonderful . as warren he stumbles in search of all the emotions and life experiences he's neglected over the years . ,3164,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",1429,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"the film is visually dazzling , the depicted events dramatic , funny and poignant . ",1914,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism . . . and still be a letdown if its twists and turns hold no more surprise than yesterday's weather report . ",7601,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
" . . . a low rate annie featuring some kid who can't act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school . ",9130,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
an opportunity missed . ,9623,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
so aggressively cheery that pollyana would reach for a barf bag . ,8803,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"a bilingual charmer , just like the woman who inspired it",4454,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"it's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue . ",8790,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
a thought-provoking picture . ,3958,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . ",5795,neg,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
no screen fantasy-adventure in recent memory has the showmanship of clones' last 45 minutes . ,1320,neg,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"the movie doesn't generate a lot of energy . it is dark , brooding and slow , and takes its central idea way too seriously . ",10296,neg,neg,6.0,0.0,0.0,1.0,6.0,1.0,0.0,0.5,0.5579230452841438
"a gem , captured in the unhurried , low-key style favored by many directors of the iranian new wave . ",4143,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"'god help us , but capra and cooper are rolling over in their graves . '",6320,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"this is a smart movie that knows its classical music , knows its freud and knows its sade . ",2929,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
the scriptwriters are no less a menace to society than the film's characters . ,9454,neg,neg,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1486,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
there's a disturbing 'great white hope' undertone to the other side of heaven that subtly undermines its message of christian love and compassion . ,7711,neg,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"the film's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut . ",9845,pos,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
another love story in 2002's remarkable procession of sweeping pictures that have reinvigorated the romance genre . ,2646,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"a soggy , shapeless mess . . . just a dumb excuse for a waterlogged equivalent of a haunted-house movie . ",7892,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"blessed with a searing lead performance by ryan gosling ( murder by numbers ) , the movie is powerful and provocative . it's also built on a faulty premise , one it follows into melodrama and silliness . ",8378,pos,neg,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"claims to sort the bad guys from the good , which is its essential problem . ",9189,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"the movie is hardly a masterpiece , but it does mark ms . bullock's best work in some time . ",1847,neg,pos,2.0,5.0,0.7142857142857143,0.2857142857142857,7.0,0.7142857142857143,0.5982695885852573,0.09183673469387757,0.18723874669733045
the pianist is the film roman polanski may have been born to make . ,1643,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
at 78 minutes it just zings along with vibrance and warmth . ,2258,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"pretension , in its own way , is a form of bravery . for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",6951,pos,neg,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
bears is even worse than i imagined a movie ever could be . ,10155,neg,neg,4.0,0.0,0.0,1.0,4.0,1.0,0.0,0.5,0.5579230452841438
i couldn't help but feel the wasted potential of this slapstick comedy . ,8361,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
one of the very best movies ever made about the life of moviemaking . ,2837,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"the performances are immaculate , with roussillon providing comic relief . ",4725,pos,pos,2.0,5.0,0.7142857142857143,0.2857142857142857,7.0,0.7142857142857143,0.5982695885852573,0.09183673469387757,0.18723874669733045
is office work really as alienating as 'bartleby' so effectively makes it ? ,332,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"with a completely predictable plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard . ",10168,neg,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
it's quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer . ,2097,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
equal parts bodice-ripper and plodding costume drama . ,7274,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"  mostly martha  is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1493,neg,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"benefits from a strong performance from zhao , but it's dong jie's face you remember at the end . ",248,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
a gangster movie with the capacity to surprise . ,4735,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
sparse but oddly compelling . ,3789,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"grant carries the day with impeccable comic timing , raffish charm and piercing intellect . ",5215,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
